2711015600|대구광역시|중구|남산동||0|2107|9|271102007001|0|270|0|3529|
2711015600|대구광역시|중구|남산동||0|2109|10|271102007001|0|273|0|3536|
2711015600|대구광역시|중구|남산동||0|2109|11|271102007001|0|273|0|3537|
2711015600|대구광역시|중구|남산동||0|2108|57|271102007001|0|278|0|3530|
2711015600|대구광역시|중구|남산동||0|2108|54|271102007001|0|280|0|4893|
2711015600|대구광역시|중구|남산동||0|2108|55|271102007001|0|280|0|4894|
2711015600|대구광역시|중구|남산동||0|712|5|271102007001|0|280|17|3431|
2711015600|대구광역시|중구|남산동||0|2002|1|271102007001|0|280|19|3516|
2711015600|대구광역시|중구|남산동||0|711|10|271102007001|0|280|19|3517|
2711015600|대구광역시|중구|남산동||0|2002|1|271102007001|0|280|21|3429|
2711015600|대구광역시|중구|남산동||0|2108|33|271102007001|0|280|22|3532|
2711015600|대구광역시|중구|남산동||0|777|0|271102007001|0|281|0|3456|
2711015600|대구광역시|중구|남산동||0|794|0|271102007001|0|287|0|3457|
2711015600|대구광역시|중구|남산동||0|716|67|271102007001|0|298|16|3430|
2711015600|대구광역시|중구|남산동||0|707|8|271102007001|0|299|0|3428|
2711015600|대구광역시|중구|남산동||0|700|66|271102007001|0|301|0|3421|
2711015600|대구광역시|중구|남산동||0|716|7|271102007001|0|302|0|4895|
2711015600|대구광역시|중구|남산동||0|716|24|271102007001|0|304|0|3432|
2711015600|대구광역시|중구|남산동||0|716|27|271102007001|0|304|0|3433|
2711015600|대구광역시|중구|남산동||0|700|40|271102007001|0|305|0|3423|
2711015600|대구광역시|중구|남산동||0|695|18|271102007001|0|306|0|3434|
2711015600|대구광역시|중구|남산동||0|700|69|271102007001|0|307|5|3425|
2711015600|대구광역시|중구|남산동||0|700|64|271102007001|0|307|7|3422|
2711015600|대구광역시|중구|남산동||0|700|52|271102007001|0|307|17|3424|
2711015600|대구광역시|중구|남산동||0|700|65|271102007001|0|307|19|3420|
2711015600|대구광역시|중구|남산동||0|611|65|271102007001|0|307|39|3325|
2711015600|대구광역시|중구|남산동||0|611|66|271102007001|0|307|39|3326|
2711015600|대구광역시|중구|남산동||0|698|10|271102007001|0|313|0|3416|
2711015600|대구광역시|중구|남산동||0|652|10|271102007001|0|317|0|3377|
2711015600|대구광역시|중구|남산동||0|661|3|271102007001|0|326|0|3380|
2711015600|대구광역시|중구|남산동||0|661|39|271102007001|0|326|0|3381|
2711015600|대구광역시|중구|남산동||0|661|9|271102007001|0|326|0|3382|
2711015600|대구광역시|중구|남산동||0|671|6|271102007001|0|326|0|3383|
2711015600|대구광역시|중구|남산동||0|677|110|271102007001|0|326|0|3384|
2711015600|대구광역시|중구|남산동||0|671|4|271102007001|0|328|0|3379|
2711015600|대구광역시|중구|남산동||0|661|1|271102007001|0|333|0|3385|
2711015600|대구광역시|중구|남산동||0|672|17|271102007001|0|334|0|3387|
2711015600|대구광역시|중구|남산동||0|673|10|271102007001|0|340|0|4896|
2711015600|대구광역시|중구|남산동||0|674|3|271102007001|0|344|0|3389|
2711015600|대구광역시|중구|남산동||0|923|29|271102007001|0|346|1|3485|
2711015600|대구광역시|중구|남산동||0|923|34|271102007001|0|346|1|3486|
2711015600|대구광역시|중구|남산동||0|932|2|271102007001|0|347|0|3499|
2711015600|대구광역시|중구|남산동||0|931|6|271102007001|0|349|0|3498|
2711015600|대구광역시|중구|남산동||0|921|10|271102007001|0|352|0|3477|
2711015600|대구광역시|중구|남산동||0|921|11|271102007001|0|352|0|3478|
2711015600|대구광역시|중구|남산동||0|921|12|271102007001|0|352|0|3479|
2711015600|대구광역시|중구|남산동||0|923|1|271102007001|0|352|0|3480|
2711015600|대구광역시|중구|남산동||0|923|2|271102007001|0|352|0|3481|
2711015600|대구광역시|중구|남산동||0|929|10|271102007001|0|353|0|3497|
2711015600|대구광역시|중구|남산동||0|924|2|271102007001|0|354|0|3491|
2711015600|대구광역시|중구|남산동||0|924|5|271102007001|0|354|0|3492|
2711015600|대구광역시|중구|남산동||0|924|6|271102007001|0|354|0|3493|
2711015600|대구광역시|중구|남산동||0|929|2|271102007001|0|355|0|3496|
2711015600|대구광역시|중구|남산동||0|910|55|271102007001|0|356|0|3487|
2711015600|대구광역시|중구|남산동||0|921|1|271102007001|0|356|0|3488|
2711015600|대구광역시|중구|남산동||0|924|7|271102007001|0|356|0|3489|
2711015600|대구광역시|중구|남산동||0|924|8|271102007001|0|356|0|3490|
2711015600|대구광역시|중구|남산동||0|928|7|271102007001|0|359|0|3495|
2711015600|대구광역시|중구|남산동||0|910|14|271102007001|0|360|0|3462|
2711015600|대구광역시|중구|남산동||0|910|15|271102007001|0|360|0|3463|
2711015600|대구광역시|중구|남산동||0|911|19|271102007001|0|360|0|3464|
2711015600|대구광역시|중구|남산동||0|911|20|271102007001|0|360|0|3465|
2711011200|대구광역시|중구|덕산동||0|96|15|271102007001|0|366|0|664|
2711011200|대구광역시|중구|덕산동||0|127|25|271102007001|0|372|1|681|
2711011900|대구광역시|중구|동성로3가||0|66|10|271102007001|0|378|0|672|
2711011900|대구광역시|중구|동성로3가||0|66|16|271102007001|0|378|1|877|
2711011900|대구광역시|중구|동성로3가||0|35|8|271102007001|0|385|1|869|
