3611010700|세종특별자치시||나성동||0|776|0|361102000002|0|194|0|21554|
3611011000|세종특별자치시||어진동||0|573|0|361102000002|0|402|0|20331|
3611011000|세종특별자치시||어진동||0|583|0|361102000002|0|402|0|20332|
3611011000|세종특별자치시||어진동||0|585|0|361102000002|0|402|0|20333|
3611011000|세종특별자치시||어진동||0|591|0|361102000002|0|402|0|20334|
3611011000|세종특별자치시||어진동||0|592|0|361102000002|0|402|0|20335|
3611010300|세종특별자치시||보람동||0|627|3|361102000002|0|2130|0|19387|
3611010300|세종특별자치시||보람동||0|663|0|361102000002|0|2130|0|19388|
3611010300|세종특별자치시||보람동||0|662|0|361102000002|0|2130|0|19389|
3611010300|세종특별자치시||보람동||0|626|4|361102000002|0|2130|0|19390|
3611010300|세종특별자치시||보람동||0|627|2|361102000002|0|2130|0|19391|
3611010300|세종특별자치시||보람동||0|626|6|361102000002|0|2130|0|19392|
3611010300|세종특별자치시||보람동||0|664|9|361102000002|0|2150|0|20893|
3611010300|세종특별자치시||보람동||0|664|110|361102000002|0|2154|0|18980|
3611010300|세종특별자치시||보람동||0|664|17|361102000002|0|2154|0|18981|
3611010300|세종특별자치시||보람동||0|664|16|361102000002|0|2154|0|18982|
3611010300|세종특별자치시||보람동||0|616|2|361102348105|0|213|0|20429|
3611010300|세종특별자치시||보람동||0|616|1|361102348105|0|213|0|20430|
3611034032|세종특별자치시||금남면|달전리|0|595|0|361103000097|0|584|0|14520|
3611034032|세종특별자치시||금남면|달전리|0|595|4|361103000097|0|584|0|14521|
3611034032|세종특별자치시||금남면|달전리|0|595|5|361103000097|0|584|0|14522|
3611034031|세종특별자치시||금남면|영대리|0|584|2|361103000097|0|659|26|14779|
3611034031|세종특별자치시||금남면|영대리|0|584|2|361103000097|0|659|28|14780|
3611034031|세종특별자치시||금남면|영대리|0|157|0|361103000097|0|715|50|14781|
3611034030|세종특별자치시||금남면|황용리|0|423|5|361103000097|0|817|0|14782|
3611034030|세종특별자치시||금남면|황용리|0|423|6|361103000097|0|817|0|14783|
3611034030|세종특별자치시||금남면|황용리|0|423|7|361103000097|0|817|0|14784|
3611034021|세종특별자치시||금남면|용포리|0|205|1|361103000098|0|1|0|283|
3611034038|세종특별자치시||금남면|신촌리|0|297|8|361103000098|0|3|3|284|
3611034038|세종특별자치시||금남면|신촌리|0|297|3|361103000098|0|3|3|285|
3611010400|세종특별자치시||대평동||0|77|76|361103000098|0|3|5|14853|
